permit type,street number,street suffix,current status,number of existing stories,number of proposed stories,estimated cost,revised cost,existing use,existing units,proposed use,proposed units,plansets,existing construction type,proposed construction type,supervisor district,neighborhoods - analysis boundaries,zipcode,if_permit_created_on_file_date,if_completed,if_first_construc_is_issue_date,diff_permit_date,expired_before_completed,ratio_stories,existing_proposed_construction_type,ratio_estimated_revised,ratio_existing_proposed_units,latitude,longitude,permit creation date_col,current status date_col,filed date_col,issued date_col,completed date_col,first construction document date_col,permit expiration date_col
8,0.1353823637028906,12,6,3.0,3.0,6325.0,1.0,59,0.0,65,0.0,2.0,3.0,5.0,2.0,16,94123.0,True,False,True,-1303 days,False,1.0,False,6325.0,,37.80383760408627,-122.425481726898,736685,736685,736685,736685,734948,736685,735382
8,0.07183802902793023,12,6,2.0,2.0,1.0,1.0,56,233.0,33,234.0,2.0,5.0,5.0,2.0,29,94118.0,True,False,True,-1303 days,False,1.0,True,1.0,0.9957264957264957,37.78433078356834,-122.45341049084826,736685,736685,736685,736685,734948,736685,735382
8,0.4874984754238322,12,6,2.0,2.0,4000.0,1.0,61,0.0,27,1.0,2.0,3.0,5.0,8.0,20,94114.0,True,False,True,-1307 days,False,1.0,False,4000.0,0.0,37.75161242561386,-122.43165739700228,736689,736689,736689,736689,734948,736689,735382
8,0.00597633857787535,15,6,1.0,1.0,300.0,1.0,61,1.0,23,1.0,0.0,5.0,5.0,2.0,16,94123.0,True,False,True,-1308 days,False,1.0,True,300.0,1.0,37.802888387282984,-122.4397144224316,736690,736690,736690,736690,734948,736690,735382
8,0.2560068301012319,12,6,3.0,3.0,10000.0,1.0,19,0.0,22,1.0,0.0,3.0,5.0,8.0,2,94114.0,True,False,True,-1308 days,False,1.0,False,10000.0,0.0,37.76747317610972,-122.42941499242298,736690,736690,736690,736690,734948,736690,735382
3,0.03329674350530553,1,5,3.0,3.0,500000.0,650000.0,0,1.0,1,2.0,2.0,5.0,5.0,1.0,24,94118.0,True,False,True,-1309 days,False,1.0,True,0.7692307692307693,0.5,37.783004678170975,-122.47380756548935,736691,736691,736691,735022,734948,735022,735382
7,0.10976948408342481,1,2,3.0,3.0,1000.0,15800.0,25,2.0,68,2.0,2.0,3.0,5.0,5.0,39,94109.0,True,False,True,433 days,False,1.0,False,0.06329113924050633,1.0,37.78400192377985,-122.42169433153967,734949,736541,734949,735022,734948,735022,735382
3,0.09757287474082205,1,3,2.0,2.0,15000.0,47000.0,12,0.0,13,0.0,2.0,3.0,3.0,9.0,26,94134.0,True,True,True,790 days,True,1.0,True,0.3191489361702128,,37.7295502279417,-122.41833852987313,735422,736580,735422,735852,736580,735852,736212
8,0.007561897792413709,12,3,3.0,3.0,500.0,500.0,6,4.0,6,4.0,0.0,5.0,5.0,6.0,32,94103.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.774944547030586,-122.41443674356925,735470,736606,735470,735470,736606,735470,735830
3,0.0508598609586535,12,2,1.0,1.0,35000.0,1.0,53,0.0,0,1.0,2.0,5.0,5.0,5.0,8,94117.0,True,False,True,-236 days,False,1.0,True,35000.0,0.0,37.770762127562946,-122.45184046838122,735618,736591,735618,735022,734948,735022,735382
8,0.028540065861690448,1,4,2.0,2.0,50000.0,50000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94127.0,True,False,True,361 days,False,1.0,True,1.0,1.0,37.73379936523225,-122.46437263573927,735737,736517,735737,735738,734948,735738,736098
6,0.06110501280643981,12,6,2.0,2.0,20000.0,40000.0,35,0.0,66,1.0,2.0,5.0,5.0,6.0,32,94103.0,True,False,True,962 days,False,1.0,True,0.5,0.0,37.77399389340962,-122.40478807349099,735747,736529,735747,736529,734948,736529,736709
8,0.29393828515672643,1,11,3.0,3.0,20000.0,0.0,6,8.0,6,8.0,2.0,5.0,5.0,4.0,33,94116.0,True,False,True,-550 days,False,1.0,True,inf,1.0,37.74253513204044,-122.48020663366745,735932,736530,735932,735022,734948,735022,735382
3,0.1463593121112331,1,6,1.0,1.0,1000.0,40000.0,47,0.0,13,0.0,2.0,5.0,5.0,11.0,4,94112.0,True,False,True,1000 days,False,1.0,True,0.025,,37.71433687660641,-122.43582765047069,735999,736634,735999,736634,734948,736634,736999
3,0.12233199170630564,12,3,2.0,2.0,17749.0,18000.0,6,3.0,6,3.0,2.0,5.0,5.0,10.0,0,94124.0,True,True,True,495 days,True,1.0,True,0.9860555555555556,1.0,37.72895726243854,-122.37932169727125,736011,736615,736011,736146,736615,736146,736506
8,0.06147091108671789,12,3,2.0,2.0,7000000.0,1500000.0,58,8.0,64,0.0,2.0,5.0,5.0,6.0,32,94107.0,True,True,True,1455 days,False,1.0,True,4.666666666666667,inf,37.77759698731051,-122.39669490652187,736039,736612,736039,736054,736612,736054,737494
3,0.19392608854738383,12,2,3.0,3.0,25000.0,30000.0,0,1.0,0,1.0,2.0,5.0,5.0,5.0,11,94117.0,True,False,True,-672 days,False,1.0,True,0.8333333333333334,1.0,37.760086498456246,-122.45055881787229,736054,736583,736054,735022,734948,735022,735382
8,0.07098426637394804,1,3,2.0,2.0,8200.0,8200.0,0,1.0,0,1.0,2.0,5.0,5.0,1.0,24,94121.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.77743123832622,-122.50842623186071,736060,736600,736060,736060,736600,736060,736420
3,0.12245395779973167,12,11,4.0,4.0,25700.0,73000.0,6,6.0,6,6.0,2.0,5.0,5.0,3.0,19,94109.0,True,False,True,-749 days,False,1.0,True,0.35205479452054794,1.0,37.79064871045098,-122.414128594971,736131,736690,736131,735022,734948,735022,735382
8,0.05317721673374802,12,11,2.0,2.0,10000.0,0.0,0,1.0,0,1.0,2.0,5.0,5.0,9.0,1,94110.0,True,False,True,-757 days,False,1.0,True,inf,1.0,37.73793272610526,-122.41446118168759,736139,736607,736139,735022,734948,735022,735382
6,0.4927430174411514,12,3,2.0,2.0,20000.0,20000.0,0,1.0,14,1.0,2.0,5.0,5.0,8.0,20,94131.0,True,True,True,595 days,False,1.0,True,1.0,1.0,37.747266171580726,-122.43013955813504,736172,736713,736172,736586,736713,736586,736767
8,0.035370167093548,5,3,1.0,1.0,9800.0,9800.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,38,94132.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.720049707114235,-122.47335185005464,736216,736594,736216,736216,736594,736216,736576
3,0.013904134650567144,12,0,4.0,4.0,40000.0,40000.0,6,17.0,6,17.0,2.0,5.0,5.0,5.0,9,94102.0,True,False,True,-839 days,False,1.0,True,1.0,1.0,37.77261380729689,-122.4242148174291,736221,736587,736221,735022,734948,735022,735382
8,0.10110989145017685,1,3,2.0,2.0,6500.0,6500.0,0,1.0,0,1.0,0.0,5.0,5.0,10.0,0,94124.0,True,True,True,360 days,True,1.0,True,1.0,1.0,37.717442069126626,-122.39625858274498,736244,736605,736244,736244,736605,736244,736604
8,0.17087449688986464,12,3,3.0,3.0,10000.0,10000.0,6,7.0,6,7.0,0.0,5.0,5.0,3.0,21,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.80103396951995,-122.4059366362017,736254,736563,736254,736254,736563,736254,736614
8,0.05195755579948774,12,3,2.0,2.0,6700.0,7500.0,35,41.0,42,40.0,2.0,3.0,3.0,6.0,32,94107.0,True,True,True,360 days,False,1.0,True,0.8933333333333333,1.025,37.77935008395097,-122.39472107911563,736291,736586,736291,736291,736586,736291,736651
8,0.17794853030857422,12,3,3.0,3.0,20000.0,20000.0,6,3.0,6,3.0,2.0,5.0,5.0,3.0,21,94133.0,True,True,True,361 days,False,1.0,True,1.0,1.0,37.802715455284975,-122.40452290834084,736312,736531,736312,736313,736531,736313,736673
8,0.012196609342602758,12,3,3.0,3.0,1.0,1.0,35,226.0,42,203.0,2.0,3.0,3.0,6.0,18,94107.0,True,True,True,368 days,False,1.0,True,1.0,1.1133004926108374,37.780225508554,-122.39046531707588,736320,736667,736320,736328,736667,736328,736688
8,0.034394438346139776,5,11,2.0,2.0,3000.0,0.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,11,94131.0,True,False,True,-935 days,False,1.0,True,inf,1.0,37.75393571746845,-122.45759042994501,736317,736660,736317,735022,734948,735022,735382
8,0.3685815343334553,12,3,2.0,2.0,18533.0,18533.0,1,1.0,1,1.0,0.0,5.0,5.0,9.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75091944351511,-122.41047342985635,736363,736685,736363,736363,736685,736363,736723
8,0.05768996219051104,12,3,2.0,2.0,127180.0,127180.0,35,0.0,42,0.0,2.0,5.0,5.0,8.0,17,94103.0,True,True,True,1086 days,False,1.0,True,1.0,,37.765414054947826,-122.42243402215223,736368,736592,736368,736374,736592,736374,737454
4,0.010854982314916455,12,6,15.0,15.0,5000.0,5000.0,21,28.0,39,30.0,2.0,1.0,1.0,6.0,5,94105.0,True,False,True,372 days,False,1.0,True,1.0,0.9333333333333333,37.78742256247351,-122.40093229776461,736370,736619,736370,736619,734948,736619,736742
8,0.02353945603122332,12,6,2.0,2.0,1500.0,10000.0,0,1.0,0,1.0,0.0,5.0,5.0,9.0,26,94134.0,True,False,True,127 days,False,1.0,True,0.15,1.0,37.733257139453976,-122.40965158198252,736586,736591,736586,736591,734948,736591,736713
8,0.1323332113672399,12,3,4.0,4.0,15000.0,15000.0,6,4.0,6,4.0,0.0,5.0,5.0,3.0,19,94133.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79541765626006,-122.41289752397776,736401,736538,736401,736401,736538,736401,736761
7,0.05012806439809733,12,6,2.0,2.0,500.0,500.0,8,1.0,31,1.0,2.0,5.0,5.0,3.0,3,94133.0,True,False,True,351 days,False,1.0,True,1.0,1.0,37.79672027240272,-122.40229034933267,736415,736646,736415,736646,734948,736646,736766
4,0.0,12,11,2.0,2.0,4000.0,9500.0,47,0.0,25,0.0,2.0,2.0,4.0,3.0,5,94102.0,True,False,True,-1034 days,False,1.0,False,0.42105263157894735,,37.78584544618807,-122.40652160493985,736416,736516,736416,735022,734948,735022,735382
8,0.0646420295157946,12,3,4.0,4.0,16000.0,16000.0,6,16.0,6,16.0,0.0,5.0,5.0,6.0,34,94109.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.78578517212513,-122.41669995016962,736418,736571,736418,736418,736571,736418,736778
8,0.042932064885961706,12,3,3.0,3.0,30000.0,30000.0,6,4.0,6,4.0,2.0,5.0,5.0,8.0,6,94131.0,True,True,True,395 days,False,1.0,True,1.0,1.0,37.741796290218524,-122.4280304040457,736404,736552,736404,736439,736552,736439,736799
8,0.13867544822539335,12,3,3.0,3.0,25000.0,25000.0,6,15.0,6,15.0,0.0,5.0,5.0,8.0,17,94110.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.75468334123369,-122.42119735056855,736439,736536,736439,736439,736536,736439,736799
8,0.036589828027808274,12,3,23.0,23.0,96000.0,96000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,1.0,,37.78951790121917,-122.39426523763933,736446,736513,736446,736447,736513,736447,736807
4,0.09354799365776313,12,11,11.0,10.0,4000.0,12000.0,47,0.0,51,0.0,2.0,1.0,1.0,3.0,5,94108.0,True,False,True,-1070 days,False,1.1,True,0.3333333333333333,,37.786382767276045,-122.40546332975441,736452,736614,736452,735022,734948,735022,735382
8,0.12928405903158924,12,2,2.0,2.0,11950.0,11950.0,0,1.0,0,1.0,0.0,5.0,5.0,9.0,17,94110.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.754907619215444,-122.40999547082743,736452,736625,736452,736452,734948,736452,736812
8,0.3684595682400293,12,3,2.0,2.0,22300.0,22300.0,1,2.0,1,2.0,0.0,5.0,5.0,2.0,16,94123.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.79727793436006,-122.43694237165829,736467,736691,736467,736467,736691,736467,736827
3,0.12245395779973167,12,6,4.0,4.0,20000.0,8640.0,47,6.0,54,6.0,2.0,5.0,5.0,3.0,19,94109.0,True,False,True,405 days,False,1.0,True,2.314814814814815,1.0,37.79064871045098,-122.414128594971,736467,736690,736467,736690,734948,736690,736872
4,0.46883766312965,12,3,2.0,2.0,50.0,50.0,47,0.0,51,0.0,2.0,5.0,5.0,8.0,20,94114.0,True,True,True,407 days,False,1.0,True,1.0,,37.7514383152092,-122.42837666516778,736475,736542,736475,736522,736542,736522,736882
8,0.009757287474082206,12,3,3.0,3.0,50000.0,80000.0,6,9.0,6,9.0,2.0,4.0,4.0,8.0,2,94114.0,True,True,True,365 days,False,1.0,True,0.625,1.0,37.767870395070226,-122.4309442751996,736475,736618,736475,736480,736618,736480,736840
8,0.323088181485547,12,3,2.0,2.0,178500.0,178500.0,35,0.0,42,0.0,2.0,3.0,3.0,10.0,17,94110.0,True,True,True,1082 days,False,1.0,True,1.0,,37.76211564348428,-122.40882719698217,736479,736620,736479,736481,736620,736481,737561
8,0.004756677643615075,15,3,2.0,2.0,8000.0,8000.0,0,1.0,0,1.0,2.0,5.0,5.0,7.0,38,94127.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.73247642375762,-122.45931051205542,736480,736615,736480,736480,736615,736480,736840
8,0.00853762653982193,12,3,23.0,23.0,100000.0,100000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,5,94105.0,True,True,True,361 days,False,1.0,True,1.0,,37.7893842722688,-122.39965909072765,736481,736628,736481,736482,736628,736482,736842
8,0.029149896328820587,12,3,4.0,4.0,46600.0,46600.0,6,6.0,6,6.0,0.0,5.0,5.0,8.0,2,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.757615513382525,-122.42667063025485,736481,736570,736481,736481,736570,736481,736841
8,0.16916697158190025,12,6,13.0,13.0,45000.0,45000.0,6,72.0,6,72.0,2.0,1.0,1.0,2.0,39,94109.0,True,False,True,561 days,False,1.0,True,1.0,1.0,37.78587078183175,-122.42444733556172,736486,736682,736486,736682,734948,736682,737047
8,0.05476277594828638,12,3,22.0,22.0,1.0,1600.0,56,415.0,62,415.0,2.0,2.0,2.0,3.0,5,94108.0,True,True,True,361 days,False,1.0,True,0.000625,1.0,37.7889844563134,-122.40822615293433,736487,736520,736487,736488,736520,736488,736848
6,0.041346505671423346,12,1,2.0,2.0,100000.0,100000.0,47,0.0,40,0.0,2.0,3.0,5.0,6.0,17,94103.0,True,False,True,-1106 days,False,1.0,False,1.0,,37.771175863006434,-122.41354619526811,736488,736563,736488,735022,734948,735022,735382
8,0.5206732528357116,12,3,4.0,4.0,18000.0,18000.0,0,1.0,0,1.0,0.0,5.0,5.0,8.0,20,94131.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.74746175577428,-122.43531442810931,736500,736667,736500,736500,736667,736500,736860
8,0.12464934748140016,12,3,3.0,3.0,23000.0,23000.0,6,4.0,6,4.0,0.0,5.0,5.0,8.0,20,94114.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.754505027075965,-122.42733421267502,736502,736577,736502,736502,736577,736502,736862
8,0.005732406391023295,12,3,2.0,2.0,8000.0,8000.0,0,1.0,0,1.0,0.0,5.0,5.0,7.0,11,94122.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.7595252108803,-122.47093527555351,736503,736515,736503,736503,736515,736503,736863
8,0.008415660446395903,12,3,2.0,2.0,4500.0,4500.0,35,0.0,42,0.0,2.0,5.0,5.0,6.0,32,94107.0,True,True,True,360 days,False,1.0,True,1.0,,37.777108836339615,-122.40223405147992,736507,736591,736507,736507,736591,736507,736867
3,0.14355409196243446,12,1,3.0,3.0,30000.0,48000.0,6,5.0,6,5.0,2.0,5.0,5.0,2.0,30,94109.0,True,False,True,-1125 days,False,1.0,True,0.625,1.0,37.79942899647979,-122.41872814938218,736507,736620,736507,735022,734948,735022,735382
8,0.06269057202097816,12,6,21.0,21.0,1.0,1.0,56,350.0,62,350.0,2.0,1.0,1.0,3.0,19,94102.0,True,False,True,375 days,False,1.0,True,1.0,1.0,37.78831830234988,-122.41054888775284,736507,736522,736507,736522,734948,736522,736882
8,0.05537260641541652,11,6,5.0,5.0,800000.0,800000.0,35,0.0,42,0.0,2.0,1.0,1.0,6.0,18,94158.0,True,False,True,1098 days,False,1.0,True,1.0,,37.77045150901297,-122.38852892114899,736509,736527,736509,736527,734948,736527,737607
8,0.0389071838029028,12,6,5.0,5.0,1000.0,1.0,10,6.0,11,6.0,2.0,5.0,5.0,6.0,32,94103.0,True,False,True,-1127 days,False,1.0,True,1000.0,1.0,37.78216754874572,-122.4027705665087,736509,736513,736509,736513,734948,736513,735382
8,0.10464690815953165,12,6,3.0,3.0,9800.0,9800.0,1,2.0,1,2.0,0.0,5.0,5.0,8.0,20,94114.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.75150541602879,-122.43981664684895,736510,736510,736510,736510,734948,736510,736870
8,0.10269545066471521,12,6,2.0,2.0,6000.0,1.0,44,1.0,65,0.0,2.0,5.0,4.0,5.0,9,94117.0,True,False,True,-1131 days,False,1.0,False,6000.0,inf,37.775671880692904,-122.43022136710104,736513,736513,736513,736513,734948,736513,735382
8,0.172460056104403,12,6,2.0,2.0,10800.0,1.0,44,0.0,9,0.0,0.0,5.0,4.0,2.0,39,94109.0,True,False,True,-1133 days,False,1.0,False,10800.0,,37.78764489265705,-122.4237200539778,736515,736515,736515,736515,734948,736515,735382
8,0.30906208074155384,12,6,3.0,3.0,15800.0,1.0,13,5.0,14,5.0,2.0,5.0,5.0,2.0,25,94115.0,True,False,True,-1134 days,False,1.0,True,15800.0,1.0,37.79443811883427,-122.43024023252363,736516,736516,736516,736516,734948,736516,735382
3,0.172460056104403,12,5,4.0,4.0,62000.0,100000.0,6,6.0,6,7.0,2.0,5.0,5.0,3.0,19,94109.0,True,False,True,-1134 days,False,1.0,True,0.62,0.8571428571428571,37.792815758683325,-122.41639354876276,736516,736516,736516,735022,734948,735022,735382
8,0.03951701427003294,12,6,2.0,2.0,500.0,1.0,44,0.0,51,0.0,2.0,5.0,5.0,6.0,18,94158.0,True,False,True,-1134 days,False,1.0,True,500.0,,37.773386221562035,-122.39575661785827,736516,736516,736516,736516,734948,736516,735382
8,0.3712647883888279,12,6,2.0,2.0,6325.0,1.0,16,0.0,67,0.0,2.0,3.0,5.0,9.0,17,94110.0,True,False,True,-880 days,False,1.0,False,6325.0,,37.75397881801048,-122.41293233118827,736262,736517,736262,736517,734948,736517,735382
5,0.007195999512135626,11,1,3.0,3.0,250000.0,400000.0,38,0.0,47,0.0,2.0,3.0,5.0,6.0,35,94130.0,True,False,False,790 days,False,1.0,False,0.625,,37.81101341055236,-122.36585271558224,736457,736517,736457,735022,734948,736517,737247
8,0.008293694352969875,12,6,3.0,3.0,631654.15,0.0,30,0.0,45,1.0,2.0,3.0,5.0,8.0,2,94114.0,True,False,True,-1135 days,False,1.0,False,inf,0.0,37.76647080914988,-122.43250290048626,736517,736517,736517,736517,734948,736517,735382
8,0.05415294548115624,1,3,3.0,3.0,18000.0,18000.0,6,12.0,6,12.0,0.0,5.0,5.0,8.0,36,94131.0,True,True,True,360 days,False,1.0,True,1.0,1.0,37.754275477662766,-122.4436810428671,736521,736530,736521,736521,736530,736521,736881
8,0.08623002805220148,12,6,5.0,5.0,15866.0,1.0,44,2.0,51,2.0,2.0,5.0,5.0,2.0,30,94109.0,True,False,True,-1139 days,False,1.0,True,15866.0,1.0,37.805197503098086,-122.41884299779682,736521,736521,736521,736521,734948,736521,735382
8,0.14599341383095502,12,6,3.0,3.0,260000.0,1.0,44,2.0,45,2.0,0.0,3.0,5.0,8.0,17,94110.0,True,False,True,-1140 days,False,1.0,False,260000.0,1.0,37.753934349908164,-122.42118001917493,736522,736522,736522,736522,734948,736522,735382
8,0.08525429930479327,12,6,3.0,4.0,1800.0,1.0,12,1.0,56,1.0,0.0,2.0,2.0,5.0,9,94102.0,True,False,True,-1140 days,False,0.75,True,1800.0,1.0,37.7764535995205,-122.42813162705657,736522,736522,736522,736522,734948,736522,735382
8,0.15306744724966462,12,6,2.0,4.0,300.0,1.0,12,288.0,13,258.0,0.0,5.0,5.0,5.0,8,94117.0,True,False,True,-1140 days,False,0.5,True,300.0,1.1162790697674418,37.77193702091537,-122.44155378372128,736522,736522,736522,736522,734948,736522,735382
8,0.0020734235882424686,12,6,2.0,2.0,5194.0,1.0,40,0.0,64,0.0,0.0,5.0,4.0,8.0,6,94131.0,True,False,True,-1141 days,False,1.0,False,5194.0,,37.73618636302606,-122.43126758256227,736523,736523,736523,736523,734948,736523,735382
8,0.1756311745334797,12,6,2.0,2.0,1.0,1.0,44,0.0,51,0.0,2.0,5.0,4.0,3.0,19,94133.0,True,False,True,-1141 days,False,1.0,False,1.0,,37.79566333315149,-122.41363462406336,736523,736523,736523,736523,734948,736523,735382
8,0.19282839370654958,12,6,2.0,2.0,1000.0,1.0,39,0.0,11,0.0,2.0,5.0,5.0,6.0,17,94103.0,True,False,True,-1141 days,False,1.0,True,1000.0,,37.771141881860004,-122.41511148358894,736523,736523,736523,736523,734948,736523,735382
8,0.34833516282473476,12,6,2.0,2.0,4000.0,1.0,44,0.0,65,0.0,2.0,5.0,5.0,9.0,17,94110.0,True,False,True,-1141 days,False,1.0,True,4000.0,,37.75164699590895,-122.41366161469796,736523,736523,736523,736523,734948,736523,735382
8,0.0522014879863398,12,6,3.0,3.0,6000.0,1.0,7,58.0,7,58.0,2.0,5.0,5.0,8.0,2,94114.0,True,False,True,-1142 days,False,1.0,True,6000.0,1.0,37.76201394710894,-122.43467531572568,736524,736524,736524,736524,734948,736524,735382
2,0.2621051347725332,12,5,3.0,3.0,1620000.0,2000000.0,49,4.0,6,3.0,2.0,5.0,5.0,5.0,15,94117.0,True,False,True,-1142 days,False,1.0,True,0.81,1.3333333333333333,37.77347316353236,-122.45200535060522,736524,736524,736524,735022,734948,735022,735382
2,0.11050128064398097,1,5,3.0,3.0,400000.0,550000.0,49,2.0,1,2.0,2.0,3.0,5.0,10.0,0,94124.0,True,False,True,-1142 days,False,1.0,False,0.7272727272727273,1.0,37.73198656582946,-122.37627568664682,736524,736524,736524,735022,734948,735022,735382
8,0.07683863885839737,12,6,3.0,3.0,2500.0,2500.0,6,3.0,6,3.0,0.0,5.0,5.0,5.0,15,94117.0,True,False,True,360 days,False,1.0,True,1.0,1.0,37.77659250803332,-122.44351268735193,736527,736527,736527,736527,734948,736527,736887
8,0.08769362117331382,12,6,1.0,2.0,22500.0,0.0,14,2.0,17,4.0,2.0,5.0,3.0,3.0,21,94133.0,True,False,True,-1145 days,False,0.5,False,inf,0.5,37.80296218502929,-122.4133988062812,736527,736527,736527,736527,734948,736527,735382
8,0.009269423100378095,5,6,2.0,2.0,25000.0,0.0,59,0.0,65,0.0,2.0,5.0,5.0,7.0,38,94132.0,True,False,True,-1146 days,False,1.0,True,inf,,37.73035896051886,-122.4739832637931,736528,736528,736528,736528,734948,736528,735382
8,0.21148920600073182,1,6,2.0,2.0,1.0,1.0,44,0.0,51,0.0,2.0,5.0,5.0,4.0,33,94122.0,True,False,True,-1146 days,False,1.0,True,1.0,,37.75431218550545,-122.5015268739414,736528,736528,736528,736528,734948,736528,735382
8,0.03329674350530553,1,6,4.0,4.0,150.0,1.0,12,0.0,13,0.0,2.0,5.0,5.0,1.0,24,94118.0,True,False,True,-1147 days,False,1.0,True,150.0,,37.78297353248169,-122.47491764009439,736529,736529,736529,736529,734948,736529,735382
8,0.3322356384924991,12,6,9.0,9.0,13600.0,1.0,31,24.0,22,28.0,2.0,5.0,3.0,2.0,16,94123.0,True,False,True,-1148 days,False,1.0,False,13600.0,0.8571428571428571,37.79660505391596,-122.4445526385968,736530,736530,736530,736530,734948,736530,735382
8,0.5032321014757897,12,6,3.0,3.0,11000.0,1.0,44,6.0,51,5.0,0.0,2.0,2.0,8.0,2,94114.0,True,False,True,-1147 days,False,1.0,True,11000.0,1.2,37.75753438760563,-122.43315886632703,736529,736530,736529,736530,734948,736530,735382
8,0.1450176850835468,12,6,10.0,9.0,200.0,1.0,44,13.0,11,12.0,0.0,5.0,5.0,6.0,32,94103.0,True,False,True,-1149 days,False,1.1111111111111112,True,200.0,1.0833333333333333,37.770615123628694,-122.40980164580058,736531,736531,736531,736531,734948,736531,735382
8,0.1566044639590194,12,6,2.0,2.0,6000.0,1.0,16,4.0,8,4.0,2.0,3.0,5.0,10.0,27,94107.0,True,False,True,-1149 days,False,1.0,False,6000.0,1.0,37.753497332054756,-122.4013051612062,736531,736531,736531,736531,734948,736531,735382
8,0.4251738016831321,12,6,3.0,3.0,5000.0,1.0,40,15.0,7,15.0,2.0,3.0,5.0,8.0,17,94110.0,True,False,True,-1149 days,False,1.0,False,5000.0,1.0,37.76296879235046,-122.42362786497625,736531,736531,736531,736531,734948,736531,735382
1,0.09745090864739601,12,5,0.0,2.0,100000.0,100000.0,14,1.0,22,2.0,2.0,1.0,1.0,6.0,18,94107.0,True,False,True,-1152 days,False,0.0,True,1.0,0.5,37.778471641499934,-122.38954138202004,736534,736534,736534,735022,734948,735022,735382
8,0.001341627027686303,1,6,3.0,3.0,3000.0,1.0,44,0.0,32,0.0,2.0,3.0,5.0,10.0,0,94124.0,True,False,True,-1152 days,False,1.0,False,3000.0,,37.72682730776622,-122.39792167898939,736534,736534,736534,736534,734948,736534,735382
8,0.06891084278570557,1,6,1.0,2.0,10000.0,1.0,44,0.0,65,0.0,2.0,2.0,2.0,1.0,24,94121.0,True,False,True,-1153 days,False,0.5,True,10000.0,,37.77831901621028,-122.4950278913481,736535,736535,736535,736535,734948,736535,735382
8,0.005122575923893158,12,6,1.0,1.0,10000.0,1.0,38,2.0,45,2.0,2.0,5.0,4.0,11.0,23,94112.0,True,False,True,-1154 days,False,1.0,False,10000.0,1.0,37.7248056861895,-122.43582950746978,736536,736536,736536,736536,734948,736536,735382
8,0.0801317233809001,1,6,3.0,3.0,10500.0,1.0,12,0.0,13,0.0,2.0,3.0,5.0,1.0,10,94118.0,True,False,True,-1154 days,False,1.0,False,10500.0,,37.77614428683018,-122.46360268723353,736536,736536,736536,736536,734948,736536,735382
8,0.058421758751067206,1,6,3.0,3.0,16000.0,16000.0,6,4.0,6,4.0,0.0,5.0,5.0,1.0,10,94118.0,True,False,True,184 days,False,1.0,True,1.0,1.0,37.77947769592029,-122.46491920846798,736537,736537,736537,736537,734948,736537,736721
8,0.24002927186242226,12,6,4.0,4.0,9200.0,1.0,9,0.0,9,1.0,0.0,5.0,5.0,2.0,25,94109.0,True,False,True,-1155 days,False,1.0,True,9200.0,0.0,37.78950980343059,-122.42664838169641,736537,736537,736537,736537,734948,736537,735382
8,0.2761312355165264,12,6,3.0,3.0,5000.0,1.0,21,0.0,24,0.0,2.0,3.0,3.0,2.0,16,94123.0,True,False,True,-1155 days,False,1.0,True,5000.0,,37.803088182617934,-122.44633156164528,736537,736537,736537,736537,734948,736537,735382
8,0.028662031955116477,12,6,1.0,1.0,1.0,1.0,44,0.0,51,0.0,2.0,5.0,5.0,5.0,11,94122.0,True,False,True,-1155 days,False,1.0,True,1.0,,37.765343048003366,-122.460746612167,736537,736537,736537,736537,734948,736537,735382
8,0.10208562019758506,12,6,2.0,2.0,3000.0,1.0,44,0.0,67,0.0,2.0,2.0,2.0,8.0,20,94114.0,True,False,True,-1155 days,False,1.0,True,3000.0,,37.750594564725645,-122.43652647525641,736537,736537,736537,736537,734948,736537,735382
8,0.01353823637028906,12,6,3.0,3.0,1.0,1.0,42,61.0,56,60.0,2.0,2.0,4.0,8.0,36,94114.0,True,False,True,-1156 days,False,1.0,False,1.0,1.0166666666666666,37.75762403970785,-122.44028017107473,736538,736538,736538,736538,734948,736538,735382
